1	低端区	联想	0	6.000000
2	低端区	联想	1	6.000000
3	低端区	联想	1	6.000000
4	低端区	联想	0	6.000000
5	低端区	联想	0	6.000000
6	低端区	联想	0	6.000000
7	低端区	联想	0	6.000000
8	低端区	联想	1	6.000000
9	低端区	联想	0	6.000000
10	低端区	联想	0	6.000000
11	高端区	华硕	0	12.000000
12	高端区	华硕	1	12.000000
13	高端区	华硕	1	12.000000
14	高端区	华硕	0	12.000000
15	高端区	华硕	0	12.000000
16	高端区	华硕	0	12.000000
17	高端区	华硕	0	12.000000
18	高端区	华硕	0	12.000000
19	高端区	华硕	0	12.000000
20	高端区	华硕	0	12.000000
21	高端区	华硕	0	12.000000
22	高端区	华硕	0	12.000000
23	高端区	华硕	0	12.000000
24	高端区	华硕	0	12.000000
25	高端区	华硕	0	12.000000
